PheCode,Number.of.cases,Number.of.controls,Number.of.excluded.controls,Phenotype.Description,Phenotype.Category,URL.ManhattanPlot,Colors
724.1,404,"391,917","16,640",Disorders of sacrum,musculoskeletal,https://www.dropbox.com/s/6c48ifjuyizx7a8/724.1-Disordersofsacrum-404cases-391917controls.mh.pdf?dl=0,orchid4
724.2,407,"391,917","16,637",Disorders of coccyx,musculoskeletal,https://www.dropbox.com/s/hv4hk6ailena6ai/724.2-Disordersofcoccyx-407cases-391917controls.mh.pdf?dl=0,orchid4
724.8,63,"391,917","16,981",Other symptoms referable to back,musculoskeletal,https://www.dropbox.com/s/ex0wt5mrtmvgw74/724.8-Othersymptomsreferabletoback-63cases-391917controls.mh.pdf?dl=0,orchid4
724.9,"1,617","391,917","15,427",Other unspecified back disorders,musculoskeletal,https://www.dropbox.com/s/kwzphu68uu0u10l/724.9-Otherunspecifiedbackdisorders-1617cases-391917controls.mh.pdf?dl=0,orchid4
726,"14,983","378,711","15,267",Peripheral enthesopathies and allied syndromes,musculoskeletal,https://www.dropbox.com/s/eivz26oovrb8k6z/726-Peripheralenthesopathiesandalliedsyndromes-14983cases-378711controls.mh.pdf?dl=0,orchid4
726.1,"9,668","378,711","20,582",Enthesopathy,musculoskeletal,https://www.dropbox.com/s/509199g1c9tkzj6/726.1-Enthesopathy-9668cases-378711controls.mh.pdf?dl=0,orchid4
726.2,334,"378,711","29,916",Synoviopathy,musculoskeletal,https://www.dropbox.com/s/42vme52dvb26bt1/726.2-Synoviopathy-334cases-378711controls.mh.pdf?dl=0,orchid4
726.3,858,"378,711","29,392",Bursitis,musculoskeletal,https://www.dropbox.com/s/oxmbfg5k2281nns/726.3-Bursitis-858cases-378711controls.mh.pdf?dl=0,orchid4
727,"7,629","378,711","22,621","Other disorders of synovium, tendon, and bursa",musculoskeletal,https://www.dropbox.com/s/3aa7oervb1rx4d0/727-Otherdisordersofsynovium-tendon-andbursa-7629cases-378711controls.mh.pdf?dl=0,orchid4
727.1,"2,754","378,711","27,496",Synovitis and tenosynovitis,musculoskeletal,https://www.dropbox.com/s/m2rpsuy5m2kbq0e/727.1-Synovitisandtenosynovitis-2754cases-378711controls.mh.pdf?dl=0,orchid4
727.2,107,"378,711","30,143",Bursitis disorders,musculoskeletal,https://www.dropbox.com/s/1s4sb0pdgh7liul/727.2-Bursitisdisorders-107cases-378711controls.mh.pdf?dl=0,orchid4
727.4,"3,185","378,711","27,065","Ganglion and cyst of synovium, tendon, and bursa",musculoskeletal,https://www.dropbox.com/s/h7s431kezrafqdf/727.4-Ganglionandcystofsynovium-tendon-andbursa-3185cases-378711controls.mh.pdf?dl=0,orchid4
727.5,593,"378,711","29,657",Rupture of synovium,musculoskeletal,https://www.dropbox.com/s/8f9aiziwaj4uiv8/727.5-Ruptureofsynovium-593cases-378711controls.mh.pdf?dl=0,orchid4
727.6,353,"378,711","29,897","Rupture of tendon, nontraumatic",musculoskeletal,https://www.dropbox.com/s/kh2m45lvjmgsuxh/727.6-Ruptureoftendon-nontraumatic-353cases-378711controls.mh.pdf?dl=0,orchid4
727.7,143,"378,711","30,107",Contracture of tendon (sheath),musculoskeletal,https://www.dropbox.com/s/c3oozesu4e3wr87/727.7-Contractureoftendon-sheath--143cases-378711controls.mh.pdf?dl=0,orchid4
728,"4,488","378,711","25,762","Disorders of muscle, ligament, and fascia",musculoskeletal,https://www.dropbox.com/s/66n2nmhevahsr9w/728-Disordersofmuscle-ligament-andfascia-4488cases-378711controls.mh.pdf?dl=0,orchid4
728.2,416,"378,711","29,834",Laxity of ligament or hypermobility syndrome,musculoskeletal,https://www.dropbox.com/s/h48yl5irum8sd4r/728.2-Laxityofligamentorhypermobilitysyndrome-416cases-378711controls.mh.pdf?dl=0,orchid4
728.7,"3,843","378,711","26,407",Fasciitis,musculoskeletal,https://www.dropbox.com/s/ymy44wrwlu6dx7k/728.7-Fasciitis-3843cases-378711controls.mh.pdf?dl=0,orchid4
728.71,"3,503","378,711","26,747",Contracture of palmar fascia [Dupuytren's disease],musculoskeletal,https://www.dropbox.com/s/lrtxs8mw61s5hic/728.71-Contractureofpalmarfascia-Dupuytrensdisease--3503cases-378711controls.mh.pdf?dl=0,orchid4
729,"6,170","378,711","24,080",Other disorders of soft tissues,musculoskeletal,https://www.dropbox.com/s/xxfhou6es36a5ps/729-Otherdisordersofsofttissues-6170cases-378711controls.mh.pdf?dl=0,orchid4
729.1,"1,010","378,711","29,240","Rheumatism, unspecified and fibrositis",musculoskeletal,https://www.dropbox.com/s/fintkjfhsz39ory/729.1-Rheumatism-unspecifiedandfibrositis-1010cases-378711controls.mh.pdf?dl=0,orchid4
729.3,103,"378,711","30,147",Panniculitis,musculoskeletal,https://www.dropbox.com/s/z3xc67vf7rzmqh5/729.3-Panniculitis-103cases-378711controls.mh.pdf?dl=0,orchid4
731,280,"391,041","17,640",Osteitis deformans and osteopathies associated with other disorders classified elsewhere,musculoskeletal,https://www.dropbox.com/s/gdv0bdwqnt6uelw/731-Osteitisdeformansandosteopathiesassociatedwithotherdisordersclassifiedelsewhere-280cases-391041controls.mh.pdf?dl=0,orchid4
731.1,265,"391,041","17,655",Osteitis deformans [Paget's disease of bone],musculoskeletal,https://www.dropbox.com/s/48hzlktjfwmt88o/731.1-Osteitisdeformans-Pagetsdiseaseofbone--265cases-391041controls.mh.pdf?dl=0,orchid4
732,472,"391,041","17,448",Osteochondropathies,musculoskeletal,https://www.dropbox.com/s/ovino2isvrn2hex/732-Osteochondropathies-472cases-391041controls.mh.pdf?dl=0,orchid4
732.1,207,"391,041","17,713",Juvenile osteochondrosis,musculoskeletal,https://www.dropbox.com/s/scb44zqtpbmt86f/732.1-Juvenileosteochondrosis-207cases-391041controls.mh.pdf?dl=0,orchid4
732.7,59,"391,041","17,861",Osteochondritis dissecans,musculoskeletal,https://www.dropbox.com/s/941i3enjz9bhjde/732.7-Osteochondritisdissecans-59cases-391041controls.mh.pdf?dl=0,orchid4
733,"3,773","391,041","14,147",Other disorders of bone and cartilage,musculoskeletal,https://www.dropbox.com/s/ad5gela1frfr0yl/733-Otherdisordersofboneandcartilage-3773cases-391041controls.mh.pdf?dl=0,orchid4
733.2,319,"391,041","17,601",Cyst of bone,musculoskeletal,https://www.dropbox.com/s/885xi7zshans20v/733.2-Cystofbone-319cases-391041controls.mh.pdf?dl=0,orchid4
733.4,542,"391,041","17,378",Aseptic necrosis of bone,musculoskeletal,https://www.dropbox.com/s/v26yfcva8dlsjdj/733.4-Asepticnecrosisofbone-542cases-391041controls.mh.pdf?dl=0,orchid4
733.6,129,"391,041","17,791",Costochondritis,musculoskeletal,https://www.dropbox.com/s/81qe8fjwlk9vr57/733.6-Costochondritis-129cases-391041controls.mh.pdf?dl=0,orchid4
733.8,"1,268","391,041","16,652",Malunion and nonunion of fracture,musculoskeletal,https://www.dropbox.com/s/plng2p4knusib4u/733.8-Malunionandnonunionoffracture-1268cases-391041controls.mh.pdf?dl=0,orchid4
733.9,121,"391,041","17,799",Chondromalacia,musculoskeletal,https://www.dropbox.com/s/q1t41s8cqqgiu21/733.9-Chondromalacia-121cases-391041controls.mh.pdf?dl=0,orchid4
735,"9,865","394,914","4,182",Acquired foot deformities,musculoskeletal,https://www.dropbox.com/s/yd96m21wbu3c7zv/735-Acquiredfootdeformities-9865cases-394914controls.mh.pdf?dl=0,orchid4
735.1,193,"394,914","13,854",Flat foot,musculoskeletal,https://www.dropbox.com/s/hphdpq0rqg0nets/735.1-Flatfoot-193cases-394914controls.mh.pdf?dl=0,orchid4
735.2,"5,144","394,914","8,903",Acquired toe deformities,musculoskeletal,https://www.dropbox.com/s/t4vl76dqpv3b8wl/735.2-Acquiredtoedeformities-5144cases-394914controls.mh.pdf?dl=0,orchid4
735.21,"1,939","394,914","12,108",Hammer toe (acquired),musculoskeletal,https://www.dropbox.com/s/9gdhpvlr0rzu5mf/735.21-Hammertoe-acquired--1939cases-394914controls.mh.pdf?dl=0,orchid4
735.23,"1,561","394,914","12,486",Hallux rigidus,musculoskeletal,https://www.dropbox.com/s/b1k4ghnqc04jris/735.23-Halluxrigidus-1561cases-394914controls.mh.pdf?dl=0,orchid4
735.3,"6,699","394,914","7,348",Hallux valgus (Bunion),musculoskeletal,https://www.dropbox.com/s/ryb0xms8kz0oges/735.3-Halluxvalgus-Bunion--6699cases-394914controls.mh.pdf?dl=0,orchid4
736,"1,649","394,914","12,398",Other acquired deformities of limbs,musculoskeletal,https://www.dropbox.com/s/w9v0qyanbonzlh8/736-Otheracquireddeformitiesoflimbs-1649cases-394914controls.mh.pdf?dl=0,orchid4
736.2,248,"394,914","13,799",Acquired deformities of finger,musculoskeletal,https://www.dropbox.com/s/l67fqp02kcatf6c/736.2-Acquireddeformitiesoffinger-248cases-394914controls.mh.pdf?dl=0,orchid4
737,"1,134","394,914","12,913",Curvature of spine,musculoskeletal,https://www.dropbox.com/s/bfffknts2ntaixa/737-Curvatureofspine-1134cases-394914controls.mh.pdf?dl=0,orchid4
737.3,"1,063","394,914","12,984",Kyphoscoliosis and scoliosis,musculoskeletal,https://www.dropbox.com/s/l5ohrwvair80mjk/737.3-Kyphoscoliosisandscoliosis-1063cases-394914controls.mh.pdf?dl=0,orchid4
738,"1,921","394,914","12,126",Other acquired musculoskeletal deformity,musculoskeletal,https://www.dropbox.com/s/kyyak5i4g94xz2u/738-Otheracquiredmusculoskeletaldeformity-1921cases-394914controls.mh.pdf?dl=0,orchid4
738.4,"1,521","394,914","12,526",Acquired spondylolisthesis,musculoskeletal,https://www.dropbox.com/s/4a9zbvem2ludnmw/738.4-Acquiredspondylolisthesis-1521cases-394914controls.mh.pdf?dl=0,orchid4
739,489,"394,914","13,558",Contracture of joint,musculoskeletal,https://www.dropbox.com/s/4wtskfpcmzvmkil/739-Contractureofjoint-489cases-394914controls.mh.pdf?dl=0,orchid4
740,"28,439","380,522",0,Osteoarthrosis,musculoskeletal,https://www.dropbox.com/s/jodxpow1nu4kiiu/740-Osteoarthrosis-28439cases-380522controls.mh.pdf?dl=0,orchid4
740.1,"17,691","380,522","10,748",Osteoarthritis; localized,musculoskeletal,https://www.dropbox.com/s/weh545gi42g7ac3/740.1-Osteoarthritis-localized-17691cases-380522controls.mh.pdf?dl=0,orchid4
740.11,"9,069","380,522","19,370","Osteoarthrosis, localized, primary",musculoskeletal,https://www.dropbox.com/s/4kzrb8swgt4kqyg/740.11-Osteoarthrosis-localized-primary-9069cases-380522controls.mh.pdf?dl=0,orchid4
740.12,348,"380,522","28,091","Osteoarthrosis, localized, secondary",musculoskeletal,https://www.dropbox.com/s/dfp2hj4d5wmwy36/740.12-Osteoarthrosis-localized-secondary-348cases-380522controls.mh.pdf?dl=0,orchid4
740.2,599,"380,522","27,840","Osteoarthrosis, generalized",musculoskeletal,https://www.dropbox.com/s/n1ot8sk41v6vsqo/740.2-Osteoarthrosis-generalized-599cases-380522controls.mh.pdf?dl=0,orchid4
740.9,"12,436","380,522","16,003",Osteoarthrosis NOS,musculoskeletal,https://www.dropbox.com/s/v0pqxm4hzs9n9vg/740.9-OsteoarthrosisNOS-12436cases-380522controls.mh.pdf?dl=0,orchid4
741,"3,634","402,633","2,694",Symptoms and disorders of the joints,musculoskeletal,https://www.dropbox.com/s/2noemcmhxz1feu6/741-Symptomsanddisordersofthejoints-3634cases-402633controls.mh.pdf?dl=0,orchid4
741.1,102,"402,633","6,226",Ankylosis of joint,musculoskeletal,https://www.dropbox.com/s/8pofsg7gtfkzr0m/741.1-Ankylosisofjoint-102cases-402633controls.mh.pdf?dl=0,orchid4
741.2,615,"402,633","5,713",Stiffness of joint,musculoskeletal,https://www.dropbox.com/s/znc5sm5c8nz9me0/741.2-Stiffnessofjoint-615cases-402633controls.mh.pdf?dl=0,orchid4
741.3,156,"402,633","6,172",Difficulty in walking,musculoskeletal,https://www.dropbox.com/s/7xpggny11knr0nl/741.3-Difficultyinwalking-156cases-402633controls.mh.pdf?dl=0,orchid4
741.4,"1,425","402,633","4,903",Joint effusions,musculoskeletal,https://www.dropbox.com/s/mclpu5fh17xpfnp/741.4-Jointeffusions-1425cases-402633controls.mh.pdf?dl=0,orchid4
741.5,111,"402,633","6,217",Hemarthrosis,musculoskeletal,https://www.dropbox.com/s/0jtthk63odm0nyw/741.5-Hemarthrosis-111cases-402633controls.mh.pdf?dl=0,orchid4
741.6,54,"402,633","6,274",Villonodular synovitis,musculoskeletal,https://www.dropbox.com/s/kob8llyeorbk2z2/741.6-Villonodularsynovitis-54cases-402633controls.mh.pdf?dl=0,orchid4
742,"2,913","402,633","3,415","Derangement of joint, non-traumatic",musculoskeletal,https://www.dropbox.com/s/1nwn17hweqjquu9/742-Derangementofjoint-non-traumatic-2913cases-402633controls.mh.pdf?dl=0,orchid4
742.1,334,"402,633","5,994",Loose body in joint,musculoskeletal,https://www.dropbox.com/s/zzy4mnslikj993c/742.1-Loosebodyinjoint-334cases-402633controls.mh.pdf?dl=0,orchid4
742.2,96,"402,633","6,232","Pathological, developmental or recurrent dislocation",musculoskeletal,https://www.dropbox.com/s/uya4365x094qcrx/742.2-Pathological-developmentalorrecurrentdislocation-96cases-402633controls.mh.pdf?dl=0,orchid4
742.8,500,"402,633","5,828",Articular cartilage disorder,musculoskeletal,https://www.dropbox.com/s/c0u1ut5d9xatvks/742.8-Articularcartilagedisorder-500cases-402633controls.mh.pdf?dl=0,orchid4
742.9,"2,000","402,633","4,328",Other derangement of joint,musculoskeletal,https://www.dropbox.com/s/tb4homakthu9dkz/742.9-Otherderangementofjoint-2000cases-402633controls.mh.pdf?dl=0,orchid4
743,"7,682","401,279",0,"Osteoporosis, osteopenia and pathological fracture",musculoskeletal,https://www.dropbox.com/s/iatdz5aph6tm5r1/743-Osteoporosis-osteopeniaandpathologicalfracture-7682cases-401279controls.mh.pdf?dl=0,orchid4
743.1,"6,484","401,279","1,198",Osteoporosis,musculoskeletal,https://www.dropbox.com/s/h5kxryqua4yxyc0/743.1-Osteoporosis-6484cases-401279controls.mh.pdf?dl=0,orchid4
743.11,"5,622","401,279","2,060",Osteoporosis NOS,musculoskeletal,https://www.dropbox.com/s/66pq76e037692wd/743.11-OsteoporosisNOS-5622cases-401279controls.mh.pdf?dl=0,orchid4
743.13,532,"401,279","7,150",Other specified osteoporosis,musculoskeletal,https://www.dropbox.com/s/i3lw0j1sjys5kir/743.13-Otherspecifiedosteoporosis-532cases-401279controls.mh.pdf?dl=0,orchid4
743.2,514,"401,279","7,168",Pathologic fracture,musculoskeletal,https://www.dropbox.com/s/8pirk90a9twm0j5/743.2-Pathologicfracture-514cases-401279controls.mh.pdf?dl=0,orchid4
743.9,820,"401,279","6,862",Osteopenia or other disorder of bone and cartilage,musculoskeletal,https://www.dropbox.com/s/eeqp5bje9cvd0rm/743.9-Osteopeniaorotherdisorderofboneandcartilage-820cases-401279controls.mh.pdf?dl=0,orchid4
745,"8,037","400,924",0,Pain in joint,musculoskeletal,https://www.dropbox.com/s/p85c0yqb48qa22m/745-Paininjoint-8037cases-400924controls.mh.pdf?dl=0,orchid4
747,"2,796","406,165",0,Cardiac and circulatory congenital anomalies,congenital anomalies,https://www.dropbox.com/s/xf4hbj0k7la60hb/747-Cardiacandcirculatorycongenitalanomalies-2796cases-406165controls.mh.pdf?dl=0,lightsteelblue3
747.1,"2,618","406,165",178,Cardiac congenital anomalies,congenital anomalies,https://www.dropbox.com/s/sttuajckujoc2pf/747.1-Cardiaccongenitalanomalies-2618cases-406165controls.mh.pdf?dl=0,lightsteelblue3
747.11,586,"406,165","2,210",Cardiac shunt/ heart septal defect,congenital anomalies,https://www.dropbox.com/s/9trbz1jxljdy7r4/747.11-Cardiacshuntheartseptaldefect-586cases-406165controls.mh.pdf?dl=0,lightsteelblue3
747.12,233,"406,165","2,563",Valvular heart disease/ heart chambers,congenital anomalies,https://www.dropbox.com/s/6jvcsm5j3bu4nin/747.12-Valvularheartdiseaseheartchambers-233cases-406165controls.mh.pdf?dl=0,lightsteelblue3
747.13,"1,799","406,165",997,Congenital anomalies of great vessels,congenital anomalies,https://www.dropbox.com/s/dlwxu2ncemc0qij/747.13-Congenitalanomaliesofgreatvessels-1799cases-406165controls.mh.pdf?dl=0,lightsteelblue3
747.2,168,"406,165","2,628",Congenital anomalies of peripheral vascular system,congenital anomalies,https://www.dropbox.com/s/m1tmdtw00hrc086/747.2-Congenitalanomaliesofperipheralvascularsystem-168cases-406165controls.mh.pdf?dl=0,lightsteelblue3
748,51,"408,587",323,"Anomalies of respiratory system, congenital",congenital anomalies,https://www.dropbox.com/s/5h8tnch21dj1gey/748-Anomaliesofrespiratorysystem-congenital-51cases-408587controls.mh.pdf?dl=0,lightsteelblue3
749,324,"408,587",50,Congenital anomalies of face and neck,congenital anomalies,https://www.dropbox.com/s/ksp0v3eu48jc588/749-Congenitalanomaliesoffaceandneck-324cases-408587controls.mh.pdf?dl=0,lightsteelblue3
750,703,"406,730","1,528",Digestive congenital anomalies,congenital anomalies,https://www.dropbox.com/s/iikvdiko1vhg78t/750-Digestivecongenitalanomalies-703cases-406730controls.mh.pdf?dl=0,lightsteelblue3
750.1,335,"406,730","1,896",Upper gastrointestinal congenital anomalies,congenital anomalies,https://www.dropbox.com/s/u1rysfkwfqktt0r/750.1-Uppergastrointestinalcongenitalanomalies-335cases-406730controls.mh.pdf?dl=0,lightsteelblue3
750.13,193,"406,730","2,038",Congenital anomalies of mouth/tongue,congenital anomalies,https://www.dropbox.com/s/f6t02ltj7nd962s/750.13-Congenitalanomaliesofmouthtongue-193cases-406730controls.mh.pdf?dl=0,lightsteelblue3
750.2,364,"406,730","1,867",Lower gastrointestinal congenital anomalies,congenital anomalies,https://www.dropbox.com/s/uw8xj45vraubpmi/750.2-Lowergastrointestinalcongenitalanomalies-364cases-406730controls.mh.pdf?dl=0,lightsteelblue3
750.21,229,"406,730","2,002",Congenital anomalies of intestine,congenital anomalies,https://www.dropbox.com/s/gla7cxg3zobz8hb/750.21-Congenitalanomaliesofintestine-229cases-406730controls.mh.pdf?dl=0,lightsteelblue3
750.22,118,"406,730","2,113","Congenital anomaly of gallbladder, bile ducts, liver, pancreas",congenital anomalies,https://www.dropbox.com/s/vmt67xc7g7d4z0n/750.22-Congenitalanomalyofgallbladder-bileducts-liver-pancreas-118cases-406730controls.mh.pdf?dl=0,lightsteelblue3
751,"1,596","406,730",635,Genitourinary congenital anomalies,congenital anomalies,https://www.dropbox.com/s/ls9j35vzfpk47el/751-Genitourinarycongenitalanomalies-1596cases-406730controls.mh.pdf?dl=0,lightsteelblue3
751.1,732,"406,730","1,499",Congenital anomalies of genital organs,congenital anomalies,https://www.dropbox.com/s/x8wvekdd59y2dlv/751.1-Congenitalanomaliesofgenitalorgans-732cases-406730controls.mh.pdf?dl=0,lightsteelblue3
751.11,458,"406,730","1,773",Congenital anomalies of female genital organs,congenital anomalies,https://www.dropbox.com/s/cptvxwhj9qzajc1/751.11-Congenitalanomaliesoffemalegenitalorgans-458cases-406730controls.mh.pdf?dl=0,lightsteelblue3
751.2,855,"406,730","1,376",Congenital anomalies of urinary system,congenital anomalies,https://www.dropbox.com/s/8g23c9groktixsj/751.2-Congenitalanomaliesofurinarysystem-855cases-406730controls.mh.pdf?dl=0,lightsteelblue3
751.21,431,"406,730","1,800",Cystic kidney disease,congenital anomalies,https://www.dropbox.com/s/i5xpz8b3la7v24a/751.21-Cystickidneydisease-431cases-406730controls.mh.pdf?dl=0,lightsteelblue3
751.22,339,"406,730","1,892",Other specified congenital anomalies of kidney,congenital anomalies,https://www.dropbox.com/s/4op4jsq39mbv2b6/751.22-Otherspecifiedcongenitalanomaliesofkidney-339cases-406730controls.mh.pdf?dl=0,lightsteelblue3
752,336,"408,394",231,Nervous system congenital anomalies,congenital anomalies,https://www.dropbox.com/s/1tpj9lk5zttp3in/752-Nervoussystemcongenitalanomalies-336cases-408394controls.mh.pdf?dl=0,lightsteelblue3
752.1,256,"408,394",311,Neural tube defects,congenital anomalies,https://www.dropbox.com/s/8dp1wzp1les766l/752.1-Neuraltubedefects-256cases-408394controls.mh.pdf?dl=0,lightsteelblue3
752.11,210,"408,394",357,Spina bifida,congenital anomalies,https://www.dropbox.com/s/btu49jzod7rjdqn/752.11-Spinabifida-210cases-408394controls.mh.pdf?dl=0,lightsteelblue3
752.2,80,"408,394",487,Other specified congenital anomalies of nervous system,congenital anomalies,https://www.dropbox.com/s/b138g4nc52h9u3p/752.2-Otherspecifiedcongenitalanomaliesofnervoussystem-80cases-408394controls.mh.pdf?dl=0,lightsteelblue3
753,131,"408,394",436,Congenital anomalies of the eye,congenital anomalies,https://www.dropbox.com/s/4b2goz7xrfk0zmh/753-Congenitalanomaliesoftheeye-131cases-408394controls.mh.pdf?dl=0,lightsteelblue3
