Gene	CHR	nSNP
SYNGR2	17	1
SYNGR3	16	1
SYNGR4	19	10
SYNJ1	21	29
SYNJ2	6	54
SYNJ2BP	14	6
SYNM	15	37
SYNPO	5	25
SYNPO2	4	36
SYNPO2L	10	19
SYNPR	3	5
SYNRG	17	28
SYP	X	2
SYPL1	7	6
SYPL2	1	9
SYS1	20	3
SYS1-DBNDD2	20	2
SYT1	12	3
SYT10	12	12
SYT11	1	8
SYT12	11	12
SYT13	11	7
SYT14	1	9
SYT15	10	20
SYT16	14	18
SYT17	16	12
SYT2	1	2
SYT3	19	5
SYT4	18	10
SYT5	19	9
SYT6	1	17
SYT7	11	5
SYT8	11	22
SYT9	11	8
SYTL1	1	13
SYTL2	11	62
SYTL3	6	30
SYTL4	X	10
SYTL5	X	19
SYVN1	11	9
SZT2	1	67
T	6	10
TAAR1	6	11
TAAR2	6	16
TAAR5	6	18
TAAR6	6	18
TAAR8	6	10
TAAR9	6	11
TAB1	22	12
TAB2	6	6
TAB3	X	3
TAC1	7	2
TAC3	12	4
TAC4	17	3
TACC1	8	20
TACC2	10	106
TACC3	4	30
TACO1	17	5
TACR1	2	7
TACR2	10	25
TACR3	4	8
TACSTD2	1	6
TADA1	1	4
TADA2A	17	9
TADA2B	4	2
TADA3	3	4
TAF1	X	9
TAF10	11	1
TAF11	6	5
TAF12	1	2
TAF13	1	2
TAF15	17	13
TAF1A	1	13
TAF1B	2	22
TAF1C	16	29
TAF1D	11	11
TAF1L	9	36
TAF2	8	16
TAF3	10	13
TAF4	20	4
TAF4B	18	23
TAF5	10	6
TAF5L	1	7
TAF6	7	9
TAF6L	11	8
TAF7	5	5
TAF7L	X	9
TAF8	6	3
TAF9	5	3
TAF9B	X	4
TAGAP	6	14
TAGLN	11	10
TAGLN2	1	5
TAL1	1	1
TAL2	9	5
TALDO1	11	10
TAMM41	3	10
TANC1	2	44
TANC2	17	28
TANK	2	11
TAOK1	17	6
TAOK2	16	14
TAOK3	12	10
TAP1	6	32
TAP2	6	36
TAPBP	6	12
TAPBPL	12	26
TAPT1	4	4
TARBP1	1	45
TARBP2	12	4
TARDBP	1	1
TARM1	19	5
TARS	5	31
TARS2	1	17
TARSL2	15	27
TAS1R1	1	41
TAS1R2	1	44
TAS1R3	1	36
TAS2R1	5	7
TAS2R10	12	11
TAS2R13	12	6
TAS2R14	12	14
TAS2R16	7	12
TAS2R19	12	21
TAS2R20	12	16
TAS2R3	7	10
TAS2R30	12	22
TAS2R31	12	9
TAS2R38	7	18
TAS2R39	7	15
TAS2R4	7	15
TAS2R40	7	10
TAS2R41	7	13
TAS2R42	12	13
TAS2R43	12	3
TAS2R46	12	9
TAS2R5	7	18
TAS2R50	12	9
TAS2R60	7	11
TAS2R7	12	16
TAS2R8	12	17
TAS2R9	12	12
TASP1	20	6
TAT	16	10
TATDN1	8	12
TATDN2	3	23
TATDN3	1	15
TAX1BP1	7	17
TAX1BP3	17	2
TAZ	X	2
TBATA	10	17
TBC1D1	4	30
TBC1D10A	22	12
TBC1D10B	16	7
TBC1D10C	11	14
TBC1D12	10	6
TBC1D13	9	4
TBC1D14	4	17
TBC1D15	12	14
TBC1D16	17	23
TBC1D17	19	17
TBC1D19	4	8
TBC1D2	9	32
TBC1D20	20	3
TBC1D21	15	9
TBC1D22A	22	11
TBC1D22B	6	11
TBC1D23	3	16
TBC1D24	16	15
TBC1D25	X	3
TBC1D26	17	3
TBC1D28	17	1
TBC1D29	17	1
TBC1D2B	15	17
TBC1D30	12	8
TBC1D4	13	42
TBC1D5	3	21
TBC1D7	6	10
TBC1D8	2	34
TBC1D8B	X	24
TBC1D9	4	16
TBC1D9B	5	35
TBCA	5	1
TBCB	19	1
TBCC	6	14
TBCCD1	3	10
TBCD	17	26
TBCE	1	29
TBCEL	11	5
TBCK	4	21
TBK1	12	13
TBKBP1	17	8
TBL1X	X	5
TBL1XR1	3	1
TBL1Y	Y	10
TBL2	7	12
TBL3	16	32
TBP	6	6
TBPL1	6	2
TBPL2	14	9
TBR1	2	6
TBRG1	11	11
TBRG4	7	15
TBX1	22	7
TBX10	11	8
TBX15	1	12
TBX18	6	15
TBX19	1	11
TBX2	17	3
TBX20	7	6
TBX21	17	5
TBX22	X	3
TBX3	12	5
TBX4	17	17
TBX5	12	18
TBX6	16	6
TBXA2R	19	4
TBXAS1	7	45
TC2N	14	10
TCAIM	3	14
TCAP	17	5
TCEA1	8	3
TCEA2	20	2
TCEA3	1	9
TCEAL1	X	1
TCEAL2	X	5
TCEAL4	X	4
TCEAL6	X	2
TCEANC	X	5
TCEANC2	1	8
TCEB2	16	7
TCEB3	1	22
TCEB3B	18	17
TCERG1	5	9
TCERG1L	10	15
TCF12	15	14
TCF15	20	2
TCF19	6	10
TCF20	22	35
TCF21	6	4
TCF23	2	8
TCF24	8	1
TCF25	16	15
TCF3	19	22
TCF4	18	7
TCF7	5	13
TCF7L1	2	10
TCF7L2	10	228
TCFL5	20	6
TCHH	1	49
TCHHL1	1	22
TCHP	12	22
TCIRG1	11	24
TCL1A	14	6
TCL1B	14	4
TCL6	14	1
TCN1	11	21
TCN2	22	25
TCOF1	5	47
TCP1	6	8
TCP10	6	1
TCP10L	21	7
TCP10L2	6	1
TCP11	6	19
TCP11L1	11	14
TCP11L2	12	31
TCTA	3	3
TCTE1	6	24
TCTE3	6	9
TCTEX1D1	1	9
TCTEX1D2	3	5
TCTEX1D4	1	2
TCTN1	12	17
TCTN2	12	14
TCTN3	10	10
TDG	12	12
TDGF1	3	5
TDO2	4	13
TDP1	14	27
TDP2	6	10
TDRD1	10	27
TDRD10	1	13
TDRD12	19	7
TDRD3	13	15
TDRD5	1	19
TDRD6	6	86
TDRD7	9	25
TDRD9	14	27
TDRKH	1	13
TEAD1	11	3
TEAD2	19	7
TEAD3	6	6
TEAD4	12	14
TEC	4	5
TECPR1	7	26
TECPR2	14	34
TECRL	4	16
TECTA	11	58
TECTB	10	13
TEDDM1	1	5
TEF	22	1
TEFM	17	7
TEK	9	21
TEKT1	17	23
TEKT2	1	31
TEKT3	17	27
TEKT4	2	17
TEKT5	16	41
TELO2	16	28
TEN1	17	1
TENC1	12	38
TEP1	14	104
TEPP	16	7
TERF1	8	5
TERF2	16	3
TERF2IP	16	3
TERT	5	15
TES	7	13
TESC	12	2
TESK1	9	7
TESK2	1	24
TESPA1	12	27
TET1	10	45
TET2	4	49
TET3	2	29
TEX10	9	12
TEX101	19	9
TEX11	X	13
TEX12	11	2
TEX13A	X	10
TEX13B	X	12
TEX14	17	45
TEX15	8	96
TEX19	17	8
TEX2	17	20
TEX26	13	15
TEX261	2	3
TEX264	3	5
TEX29	13	6
TEX30	13	4
TEX33	22	16
TEX34	17	12
TEX35	1	18
TEX36	10	5
TEX9	15	15
TF	3	21
TFAM	10	1
TFAP2A	6	4
TFAP2B	6	3
TFAP2C	20	3
TFAP2D	6	5
TFAP2E	1	14
TFAP4	16	2
TFB1M	6	18
TFB2M	1	16
TFCP2	12	4
TFCP2L1	2	12
TFDP1	13	3
TFDP2	3	7
TFDP3	X	10
TFE3	X	2
TFEB	6	6
TFEC	7	6
TFF1	21	5
TFF2	21	6
TFF3	21	5
TFG	3	7
TFIP11	22	14
TFPI	2	10
TFPI2	7	11
TFPT	19	6
TFR2	7	25
TFRC	3	14
TG	8	137
TGDS	13	6
TGFA	2	6
TGFB1	19	4
TGFB1I1	16	4
TGFB2	1	145
TGFB3	14	5
TGFBI	5	34
TGFBR1	9	170
TGFBR2	3	197
TGFBR3	1	20
TGFBRAP1	2	16
TGIF1	18	10
TGIF2	20	1
TGIF2LX	X	1
TGIF2LY	Y	3
TGM1	14	45
TGM2	20	24
TGM3	20	21
TGM4	3	41
TGM5	15	29
TGM6	20	45
TGM7	15	30
TGOLN2	2	12
TGS1	8	38
TH	11	19
TH1L	20	4
THADA	2	62
THAP1	8	4
THAP10	15	3
THAP11	16	3
THAP2	12	3
THAP3	1	9
THAP4	2	15
THAP5	7	6
THAP6	4	11
THAP7	22	6
THAP8	19	13
THAP9	4	23
THBD	20	10
THBS1	15	25
THBS2	6	40
THBS3	1	22
THBS4	5	37
THEG	19	30
THEG5	19	2
THEGL	4	4
THEM4	1	6
THEM5	1	10
THEM6	8	1
THEMIS	6	20
THEMIS2	1	20
THG1L	5	7
THNSL1	10	20
THNSL2	2	25
THOC1	18	8
THOC2	X	4
THOC5	22	14
THOC6	16	12
THOC7	3	4
THOP1	19	18
THPO	3	12
THRA	17	2
THRAP3	1	10
THRB	3	4
THRSP	11	5
THSD1	13	18
THSD4	15	33
THSD7A	7	38
THSD7B	2	27
THTPA	14	4
THUMPD1	16	10
THUMPD2	2	19
THUMPD3	3	24
THY1	11	2
THYN1	11	8
TIA1	2	9
TIAF1	17	7
TIAM1	21	53
TIAM2	6	65
TICAM1	19	22
TICAM2	5	12
TICRR	15	81
TIE1	1	26
TIFA	4	6
TIFAB	5	9
TIGD1	2	2
TIGD2	4	15
TIGD3	11	6
TIGD4	4	13
TIGD5	8	5
TIGD6	5	25
TIGD7	16	20
TIGIT	3	10
TIMD4	5	24
TIMELESS	12	48
TIMM10	11	4
TIMM17A	1	4
TIMM17B	X	2
TIMM21	18	6
TIMM22	17	4
TIMM23	10	2
TIMM44	19	11
TIMM50	19	15
TIMM8A	X	2
TIMM9	14	4
TIMMDC1	3	11
TIMP1	X	7
TIMP2	17	3
TIMP3	22	5
TIMP4	3	6
TINAG	6	30
TINAGL1	1	9
TINF2	14	11
TIPARP	3	9
TIPIN	15	10
TIPRL	1	2
TIRAP	11	17
TJAP1	6	11
TJP1	15	34
TJP2	9	44
TJP3	19	46
TK1	17	3
TK2	16	8
TKT	3	16
TKTL1	X	4
TKTL2	4	20
TLCD1	17	3
TLCD2	17	3
TLE1	9	13
TLE2	19	10
TLE3	15	7
TLE4	9	7
TLE6	19	14
TLK1	2	2
TLK2	17	5
TLL1	4	18
TLL2	10	46
TLN1	9	23
TLN2	15	68
TLR1	4	27
TLR10	4	37
TLR2	4	31
TLR3	4	27
TLR4	9	28
TLR5	1	33
TLR6	4	25
TLR7	X	8
TLR8	X	8
TLR9	3	19
TLX1	10	4
TLX2	2	3
TLX3	5	5
TM2D1	1	3
TM2D2	8	7
TM2D3	15	11
TM4SF1	3	2
TM4SF18	3	7
TM4SF19	3	15
TM4SF20	2	15
TM4SF4	3	5
TM4SF5	17	6
TM6SF1	15	8
TM6SF2	19	111
TM7SF2	11	12
TM7SF3	12	15
TM9SF1	14	23
TM9SF2	13	6
TM9SF3	10	1
TM9SF4	20	6
TMA16	4	7
TMA7	3	1
TMBIM1	2	7
TMBIM4	12	8
TMBIM6	12	7
TMC1	9	32
TMC2	20	35
TMC3	15	46
TMC4	19	13
TMC5	16	36
TMC6	17	26
TMC7	16	20
TMC8	17	15
TMCC1	3	3
TMCC2	1	5
TMCC3	12	18
TMCO1	1	4
TMCO2	1	2
TMCO3	13	18
TMCO4	1	35
TMCO5A	15	14
TMCO6	5	13
TMCO7	16	36
TMED1	19	5
TMED10	14	2
TMED2	12	2
TMED3	15	6
TMED4	7	2
TMED5	1	6
TMED6	16	15
TMED7	5	3
TMED7-TICAM2	5	12
TMED8	14	2
TMED9	5	2
TMEFF1	9	6
TMEFF2	2	4
TMEM100	17	2
TMEM101	17	4
TMEM102	17	6
TMEM104	17	27
TMEM105	17	9
TMEM106A	17	7
TMEM106B	7	3
TMEM106C	12	13
TMEM108	3	13
TMEM109	11	8
TMEM11	17	3
TMEM110	3	3
TMEM110-MUSTN1	3	10
TMEM114	16	3
TMEM115	3	6
TMEM116	12	6
TMEM117	12	8
TMEM119	12	5
TMEM120A	7	2
TMEM120B	12	8
TMEM121	14	1
TMEM123	11	8
TMEM125	1	4
TMEM126A	11	7
TMEM126B	11	6
TMEM127	2	3
TMEM128	4	6
TMEM129	4	5
TMEM130	7	17
TMEM131	2	40
TMEM132A	11	23
TMEM132B	12	24
TMEM132C	12	22
TMEM132D	12	27
TMEM132E	17	15
TMEM133	11	6
TMEM134	11	7
TMEM135	11	7
TMEM136	11	6
TMEM138	11	4
TMEM139	7	9
TMEM140	7	9
TMEM141	9	3
TMEM143	19	17
TMEM144	4	13
TMEM145	19	7
TMEM147	19	3
TMEM14A	6	6
TMEM14B	6	8
TMEM14C	6	3
TMEM14E	3	8
TMEM150A	2	1
TMEM150B	19	7
TMEM150C	4	7
TMEM151A	11	1
TMEM151B	6	1
TMEM154	4	5
TMEM155	4	10
TMEM156	4	9
TMEM159	16	6
TMEM161A	19	14
TMEM161B	5	8
TMEM163	2	3
TMEM164	X	1
TMEM165	4	1
TMEM167A	5	1
TMEM168	7	15
TMEM169	2	10
TMEM17	2	6
TMEM170A	16	5
TMEM170B	6	1
TMEM171	5	20
TMEM173	5	17
TMEM174	5	13
TMEM175	4	27
TMEM176A	7	11
TMEM176B	7	18
TMEM177	2	10
TMEM178A	2	3
TMEM179	14	2
TMEM179B	11	3
TMEM18	2	7
TMEM180	10	14
TMEM181	6	14
TMEM182	2	5
TMEM183A	1	1
TMEM184A	7	14
TMEM184B	22	3
TMEM184C	4	3
TMEM185A	X	1
TMEM185B	2	1
TMEM186	16	12
TMEM187	X	8
TMEM189	20	9
TMEM189-UBE2V1	20	7
TMEM19	12	11
TMEM190	19	5
TMEM192	4	3
TMEM194A	12	11
TMEM194B	2	3
TMEM196	7	3
TMEM198	2	9
TMEM199	17	10
TMEM2	9	39
TMEM200A	6	13
TMEM200B	1	3
TMEM200C	18	6
TMEM201	1	14
TMEM202	15	14
TMEM203	9	4
TMEM204	16	5
TMEM205	19	4
TMEM206	1	4
TMEM207	3	12
TMEM208	16	3
TMEM209	7	14
TMEM211	22	4
TMEM212	3	3
TMEM213	7	7
TMEM214	2	13
TMEM215	9	7
TMEM216	11	5
TMEM217	6	6
TMEM218	11	3
TMEM219	16	7
TMEM220	17	7
TMEM221	19	4
TMEM222	1	8
TMEM223	11	6
TMEM225	11	8
TMEM229A	7	1
TMEM229B	14	1
TMEM230	20	4
TMEM231	16	12
TMEM232	5	21
TMEM233	12	1
TMEM234	1	8
TMEM235	17	5
TMEM236	10	2
TMEM237	2	15
TMEM239	20	2
TMEM240	1	2
TMEM241	18	13
TMEM242	6	4
TMEM244	6	15
TMEM245	9	7
TMEM246	9	9
TMEM247	2	10
TMEM248	7	2
TMEM25	11	10
TMEM251	14	6
TMEM252	9	8
TMEM26	10	9
TMEM27	X	2
TMEM30A	6	7
TMEM30B	14	4
TMEM31	X	5
TMEM33	4	3
TMEM37	2	8
TMEM38A	19	8
TMEM38B	9	14
TMEM39A	3	7
TMEM39B	1	8
TMEM40	3	13
TMEM41A	3	9
TMEM41B	11	3
TMEM42	3	5
TMEM43	3	113
TMEM44	3	33
TMEM45A	3	9
TMEM45B	11	11
TMEM48	1	18
TMEM5	12	12
TMEM50A	1	6
TMEM50B	21	3
TMEM51	1	9
TMEM52	1	3
TMEM52B	12	9
TMEM53	1	6
TMEM54	1	10
TMEM55A	8	4
TMEM55B	14	7
TMEM56	1	2
TMEM57	1	3
TMEM59	1	7
TMEM59L	19	8
TMEM60	7	2
TMEM61	1	10
TMEM62	15	14
TMEM63A	1	27
TMEM63B	6	8
TMEM63C	14	13
TMEM64	8	1
TMEM65	8	1
TMEM66	8	10
TMEM67	8	28
TMEM68	8	4
TMEM69	1	6
TMEM70	8	12
TMEM71	8	13
TMEM72	10	4
TMEM74	8	7
TMEM74B	20	7
TMEM79	1	17
TMEM80	11	9
TMEM81	1	11
TMEM82	1	16
TMEM86A	11	2
TMEM86B	19	11
TMEM87A	15	7
TMEM87B	2	13
TMEM88	17	6
TMEM88B	1	2
TMEM89	3	15
TMEM8A	16	27
TMEM8B	9	13
TMEM8C	9	4
TMEM91	19	3
TMEM92	17	1
TMEM95	17	6
TMEM97	17	3
TMEM98	17	4
TMEM99	17	8
TMEM9B	11	1
TMF1	3	28
TMIE	3	2
TMIGD1	17	8
TMIGD2	19	17
TMLHE	X	8
TMOD1	9	2
TMOD2	15	7
TMOD3	15	11
TMOD4	1	17
TMPO	12	24
TMPPE	3	11
TMPRSS11A	4	25
TMPRSS11B	4	20
TMPRSS11BNL	4	2
TMPRSS11D	4	7
TMPRSS11E	4	8
TMPRSS11F	4	25
TMPRSS12	12	20
TMPRSS13	11	15
TMPRSS15	21	43
TMPRSS2	21	16
TMPRSS3	21	28
TMPRSS4	11	13
TMPRSS5	11	16
TMPRSS6	22	34
TMPRSS7	3	37
TMPRSS9	19	47
TMTC1	12	18
TMTC2	12	24
TMTC3	12	14
TMTC4	13	31
TMUB1	7	5
TMUB2	17	4
TMX1	14	5
TMX2	11	6
TMX2-CTNND1	11	3
TMX3	18	11
TMX4	20	6
TNC	9	94
TNF	6	3
TNFAIP1	17	4
TNFAIP2	14	11
TNFAIP3	6	18
TNFAIP6	2	11
TNFAIP8	5	2
TNFAIP8L1	19	3
TNFAIP8L2	1	4
TNFAIP8L3	15	15
TNFRSF10A	8	26
TNFRSF10B	8	18
TNFRSF10C	8	7
TNFRSF10D	8	31
TNFRSF11A	18	11
TNFRSF11B	8	10
TNFRSF12A	16	2
TNFRSF13B	17	20
TNFRSF13C	22	1
TNFRSF14	1	7
TNFRSF17	16	9
TNFRSF18	1	11
TNFRSF19	13	19
TNFRSF1A	12	8
TNFRSF1B	1	10
TNFRSF21	6	15
TNFRSF25	1	8
TNFRSF4	1	5
TNFRSF6B	20	5
TNFRSF8	1	14
TNFRSF9	1	9
TNFSF10	3	7
TNFSF11	13	7
TNFSF12	17	2
TNFSF12-TNFSF13	17	2
TNFSF13	17	2
TNFSF13B	13	4
TNFSF14	19	8
TNFSF15	9	4
TNFSF18	1	4
TNFSF4	1	3
TNFSF8	9	3
TNFSF9	19	11
TNIK	3	10
TNIP1	5	25
TNIP2	4	8
TNIP3	4	13
TNK1	17	17
TNK2	3	30
TNKS	8	14
TNKS1BP1	11	49
TNKS2	10	14
TNMD	X	4
TNN	1	40
TNNC1	3	1
TNNC2	20	1
TNNI1	1	2
TNNI2	11	2
TNNI3	19	67
TNNT1	19	4
TNNT2	1	145
TNNT3	11	3
TNP1	2	2
TNP2	16	13
TNPO1	5	5
TNPO2	19	2
TNPO3	7	7
TNR	1	41
TNRC18	7	25
TNRC6A	16	47
TNRC6B	22	28
TNRC6C	17	32
TNS1	2	69
TNS3	7	48
TNS4	17	14
TNXB	6	67
TOB1	17	7
TOB2	22	11
TOE1	1	15
TOLLIP	11	10
TOM1	22	14
TOM1L1	17	12
TOM1L2	17	9
TOMM20L	14	5
TOMM22	22	3
TOMM34	20	6
TOMM40	19	1
TOMM40L	1	4
TOMM5	9	3
TOMM7	7	2
TOMM70A	3	8
TONSL	8	34
TOP1	20	4
TOP1MT	8	35
TOP2A	17	21
TOP2B	3	20
TOP3A	17	27
TOP3B	22	20
TOPBP1	3	35
TOPORS	9	22
TOR1A	9	7
TOR1AIP1	1	21
TOR1AIP2	1	6
TOR1B	9	6
TOR2A	9	12
TOR3A	1	16
TOR4A	9	4
TOX	8	15
TOX2	20	16
TOX3	16	9
TOX4	14	8
TP53	17	132
TP53AIP1	11	7
TP53BP1	15	31
TP53BP2	1	17
TP53I11	11	2
TP53I13	17	9
TP53I3	2	12
TP53INP1	8	4
TP53INP2	20	3
TP53RK	20	4
TP53TG5	20	15
TP63	3	10
TP73	1	9
TPBG	6	5
TPCN1	12	16
TPCN2	11	34
TPD52	8	12
TPD52L1	6	6
TPD52L2	20	4
TPD52L3	9	7
TPGS2	18	7
TPH1	11	20
TPH2	12	8
TPI1	12	6
TPK1	7	5
TPM1	15	189
TPM2	9	1
TPM3	1	6
TPM4	19	2
TPMT	6	18
TPO	2	41
TPP1	11	24
TPP2	13	12
TPPP	5	3
TPPP2	14	10
TPPP3	16	4
TPR	1	31
TPRA1	3	13
TPRG1	3	8
TPRG1-AS2	3	1
TPRG1L	1	7
TPRKB	2	4
TPRN	9	19
TPRX1	19	4
TPSD1	16	7
TPSG1	16	26
TPST1	7	6
TPST2	22	8
TPT1	13	1
TPTE	21	17
TPTE2	13	9
TPX2	20	11
TRA2A	7	5
TRA2B	3	2
TRABD	22	7
TRABD2A	2	13
TRABD2B	1	5
TRADD	16	2
TRAF1	9	11
TRAF2	9	11
TRAF3	14	5
TRAF3IP1	2	26
TRAF3IP2	6	21
TRAF3IP3	1	10
TRAF4	17	6
TRAF5	1	21
TRAF6	11	6
TRAF7	16	6
TRAFD1	12	12
TRAIP	3	9
TRAJ24	14	1
TRAJ40	14	1
TRAJ9	14	1
TRAK1	3	25
TRAK2	2	27
TRAM1	8	10
TRAM1L1	4	4
TRAM2	6	3
TRANK1	3	45
TRAP1	16	41
TRAPPC1	17	2
TRAPPC10	21	26
TRAPPC11	4	32
TRAPPC12	2	23
TRAPPC2L	16	6
TRAPPC3	1	1
TRAPPC4	11	8
TRAPPC5	19	1
TRAPPC6A	19	10
TRAPPC6B	14	6
TRAPPC8	18	40
TRAPPC9	8	35
TRAT1	3	13
TRAV1-2	14	2
TRAV12-1	14	1
TRAV12-2	14	2
TRAV13-1	14	2
TRAV14DV4	14	2
TRAV16	14	1
TRAV2	14	1
TRAV21	14	3
TRAV23DV6	14	1
TRAV25	14	1
TRAV26-2	14	4
TRAV29DV5	14	1
TRAV30	14	2
TRAV35	14	3
TRAV36DV7	14	2
TRAV38-1	14	2
TRAV39	14	1
TRAV4	14	1
TRAV41	14	1
TRAV5	14	2
TRAV6	14	1
TRAV8-1	14	3
TRAV8-3	14	2
TRAV8-7	14	1
TRBV10-1	7	1
TRBV10-2	7	1
TRBV11-2	7	1
TRBV19	7	1
TRBV24-1	7	1
TRBV27	7	2
TRBV28	7	2
TRBV4-1	7	2
TRBV4-2	7	1
TRBV5-4	7	1
TRBV6-6	7	1
TRBV7-4	7	2
TRBV7-6	7	1
TRBV7-7	7	1
TRBV7-8	7	1
TRBV9	7	1
TRDMT1	10	13
TRDN	6	28
TRDV1	14	1
TREH	11	22
TREM1	6	11
TREM2	6	13
TREML1	6	8
TREML2	6	11
TREML4	6	11
TRERF1	6	30
TREX1	3	11
TREX2	X	4
TRGC1	7	1
TRGC2	7	2
TRGJP	7	1
TRGV11	7	1
TRGV2	7	1
TRGV5	7	2
TRGV9	7	1
TRH	3	12
TRHDE	12	9
TRHR	8	5
TRIAP1	12	2
TRIB1	8	5
TRIB2	2	4
TRIB3	20	29
TRIM10	6	15
TRIM11	1	3
TRIM13	13	6
TRIM14	9	5
TRIM15	6	19
TRIM16	17	7
TRIM16L	17	3
TRIM17	1	17
TRIM2	4	10
TRIM21	11	15
TRIM22	11	23
TRIM23	5	3
TRIM24	7	9
TRIM25	17	11
TRIM26	6	8
TRIM27	6	4
TRIM28	19	10
TRIM29	11	20
TRIM3	11	2
TRIM31	6	19
TRIM32	9	12
TRIM33	1	7
TRIM34	11	28
TRIM35	8	15
TRIM36	5	18
TRIM37	17	20
TRIM38	6	13
TRIM39	6	9
TRIM39-RPP21	6	10
TRIM4	7	15
TRIM40	6	12
TRIM41	5	14
TRIM42	3	38
TRIM44	11	4
TRIM45	1	24
TRIM46	1	6
TRIM47	17	6
TRIM48	11	1
TRIM49C	11	1
TRIM5	11	22
TRIM50	7	11
TRIM51	11	2
TRIM52	5	8
TRIM54	2	14
TRIM55	8	14
TRIM56	7	17
TRIM58	1	14
TRIM59	3	18
TRIM6	11	21
TRIM6-TRIM34	11	28
TRIM60	4	20
TRIM61	4	1
TRIM62	1	13
TRIM63	1	12
TRIM64C	11	2
TRIM65	17	20
TRIM66	11	23
TRIM67	1	5
TRIM68	11	13
TRIM69	15	24
TRIM7	5	19
TRIM71	3	12
TRIM72	16	8
TRIM8	10	4
TRIM9	14	7
TRIML1	4	19
TRIML2	4	23
TRIO	5	38
TRIOBP	22	78
TRIP10	19	22
TRIP11	14	58
TRIP12	2	19
TRIP13	5	4
TRIP4	15	19
TRIP6	7	10
TRIT1	1	14
TRMT1	19	14
TRMT10A	4	8
TRMT10B	9	10
TRMT10C	3	7
TRMT11	6	12
TRMT112	11	1
TRMT12	8	9
TRMT13	1	9
TRMT1L	1	11
TRMT2A	22	15
TRMT2B	X	9
TRMT44	4	30
TRMT5	14	22
TRMT6	20	3
TRMT61A	14	2
TRMT61B	2	20
TRMU	22	15
TRNAU1AP	1	3
TRNT1	3	18
TRO	X	19
TROAP	12	19
TROVE2	1	9
TRPA1	8	25
TRPC1	3	4
TRPC3	4	10
TRPC4	13	7
TRPC4AP	20	15
TRPC5	X	8
TRPC6	11	10
TRPC7	5	9
TRPM1	15	61
TRPM2	21	90
TRPM3	9	33
TRPM4	19	34
TRPM5	11	49
TRPM6	9	45
TRPM7	15	28
TRPM8	2	29
TRPS1	8	21
TRPT1	11	8
TRPV1	17	31
TRPV2	17	15
TRPV3	17	25
TRPV4	12	19
TRPV5	7	21
TRPV6	7	20
TRRAP	7	42
TRUB1	10	13
TRUB2	9	15
TSACC	1	8
TSC1	9	420
TSC2	16	493
TSC22D1	13	23
TSC22D2	3	11
TSC22D3	X	1
TSC22D4	7	8
TSEN15	1	2
TSEN2	3	16
TSEN34	19	8
TSEN54	17	18
TSFM	12	11
TSG101	11	4
TSGA10	2	19
TSGA10IP	11	1
TSGA13	7	8
TSHB	1	3
TSHR	14	27
TSHZ1	18	25
TSHZ2	20	40
TSHZ3	19	22
TSKS	19	26
TSKU	11	14
TSLP	5	5
TSNARE1	8	33
TSNAX	1	2
TSNAXIP1	16	30
TSPAN1	1	8
TSPAN10	17	14
TSPAN11	12	13
TSPAN12	7	9
TSPAN14	10	2
TSPAN15	10	15
TSPAN16	19	12
TSPAN17	5	8
TSPAN18	11	7
TSPAN19	12	8
TSPAN2	1	9
TSPAN3	15	4
TSPAN31	12	2
TSPAN32	11	17
TSPAN33	7	4
TSPAN4	11	6
TSPAN6	X	6
TSPAN7	X	2
TSPAN8	12	13
TSPAN9	12	4
TSPEAR	21	37
TSPO	22	7
TSPO2	6	4
TSPYL1	6	13
TSPYL2	X	7
TSPYL4	6	13
TSPYL5	8	7
TSPYL6	2	15
TSR1	17	31
TSR3	16	8
TSSC1	2	5
TSSC4	11	20
TSSK1B	5	21
TSSK2	22	11
TSSK3	1	7
TSSK4	14	13
TSSK6	19	2
TST	22	10
TSTA3	8	9
TSTD1	1	2
TSTD2	9	19
TTBK1	6	15
TTBK2	15	25
TTC1	5	9
TTC12	11	33
TTC13	1	13
TTC14	3	20
TTC16	9	39
TTC17	11	30
TTC18	10	24
TTC19	17	14
TTC21A	3	46
TTC21B	2	52
TTC22	1	18
TTC23	15	23
TTC23L	5	17
TTC24	1	12
TTC25	17	3
TTC26	7	10
TTC27	2	34
TTC28	22	25
TTC29	4	24
TTC3	21	43
TTC30A	2	8
TTC30B	2	10
TTC31	2	25
TTC32	2	3
TTC33	5	7
TTC34	1	3
TTC36	11	2
TTC37	5	49
TTC38	22	22
TTC39A	1	7
TTC39B	9	27
TTC39C	18	6
TTC4	1	10
TTC40	10	77
TTC5	14	14
TTC6	14	5
TTC7A	2	33
TTC7B	14	12
TTC8	14	12
TTC9	14	1
TTC9C	11	4
TTF1	9	32
TTF2	1	52
TTI1	20	28
TTI2	8	15
TTK	6	27
TTL	2	3
TTLL1	22	9
TTLL10	1	30
TTLL11	9	12
TTLL12	22	25
TTLL13	15	27
TTLL2	6	30
TTLL3	3	36
TTLL4	2	43
TTLL5	14	53
TTLL6	17	34
TTLL7	1	15
TTLL8	22	1
TTLL9	20	19
TTN	2	958
TTN-AS1	2	1
TTPA	8	6
TTPAL	20	6
TTR	18	8
TTYH1	19	14
TTYH2	17	31
TTYH3	7	13
TUB	11	17
TUBA3C	13	3
TUBA3D	2	2
TUBA3E	2	3
TUBA4A	2	3
TUBA8	22	11
TUBAL3	10	32
TUBB1	20	22
